"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","dataw...2."
1,2,2,18,1,0,0,1,13.94,15.91,36,19.0012,216
1,1,1,6,1,3,1,1,8.2,9.85,47,15.0013,33
3,1,8,5,1,0,0,1,28.7,33.335,89,12.998,5
4,1,10,14,1,0,0,1,27.88,31.82,47,11.0014,500
1,1,1,23,1,0,0,2,9.84,10.605,65,19.0012,21
1,1,1,22,1,6,0,1,4.92,5.305,36,26.0027,34
3,2,7,5,1,0,0,1,25.42,29.545,78,12.998,17
3,1,8,13,1,5,1,2,31.16,35.605,62,12.998,232
3,1,8,19,1,2,1,1,27.06,31.06,50,6.0032,465
3,1,7,6,1,3,1,2,27.88,31.82,89,7.0015,116
1,2,12,13,1,5,1,2,12.3,15.15,49,8.9981,222
1,2,1,13,1,1,1,1,12.3,14.395,31,12.998,132
2,1,4,17,1,1,1,1,30.34,32.575,23,40.9973,366
4,1,11,1,1,2,1,1,14.76,17.425,81,8.9981,11
3,1,8,20,1,3,1,1,29.52,33.335,58,19.9995,334
1,2,12,20,1,1,1,2,10.66,12.88,60,11.0014,89
4,2,11,21,1,1,1,2,15.58,19.695,54,15.0013,203
4,2,10,9,1,5,1,2,22.14,25.76,88,8.9981,403
3,2,7,22,1,1,1,1,30.34,34.09,62,12.998,209
2,1,5,0,1,0,0,1,26.24,28.79,83,15.0013,83
1,2,1,5,1,0,0,1,11.48,14.395,81,7.0015,5
3,1,7,0,1,2,1,1,28.7,33.335,79,8.9981,22
3,1,8,20,1,1,1,1,27.06,31.06,74,8.9981,285
4,1,11,4,1,2,1,3,15.58,19.695,94,11.0014,7
1,1,12,5,1,2,1,2,12.3,13.635,64,19.0012,8
3,2,7,14,1,5,1,2,32.8,35.605,38,0,369
4,2,11,19,1,3,1,2,12.3,13.635,56,19.9995,319
4,2,9,10,1,1,1,1,22.14,25.76,49,15.0013,198
2,2,6,23,1,6,0,1,22.96,26.515,52,7.0015,238
1,2,2,15,1,4,1,1,18.86,22.725,67,11.0014,174
3,1,7,0,1,2,1,2,28.7,32.575,65,11.0014,55
2,2,3,16,1,3,1,1,23.78,27.275,73,0,378
2,1,5,4,1,3,1,3,15.58,19.695,94,22.0028,3
4,2,11,14,1,6,0,2,14.76,16.665,50,22.0028,455
3,1,7,13,1,1,1,2,30.34,35.605,74,8.9981,78
2,2,3,8,1,3,1,3,19.68,23.485,94,7.0015,535
2,2,4,8,1,6,0,1,15.58,19.695,40,8.9981,158
2,2,6,15,1,3,1,1,26.24,31.06,38,0,300
4,1,9,4,1,5,1,3,24.6,25,100,0,13
2,2,5,1,1,4,1,2,19.68,23.485,88,8.9981,11
4,1,9,3,1,5,1,2,24.6,25,100,0,8
3,1,8,9,1,1,1,1,31.16,34.85,55,26.0027,183
1,2,3,21,1,5,1,2,18.04,21.97,94,0,152
2,1,6,8,1,1,1,1,26.24,30.305,73,6.0032,438
1,2,2,8,1,2,1,2,9.84,14.395,70,0,513
3,1,6,9,1,3,1,1,29.52,34.85,79,11.0014,219
1,2,1,5,1,2,1,1,16.4,20.455,47,15.0013,23
2,1,4,16,1,4,1,1,24.6,31.06,35,0,213
3,1,9,15,1,4,1,2,24.6,29.545,69,27.9993,135
1,1,2,8,2,1,0,2,13.12,15.15,57,19.9995,63
1,1,2,23,1,2,1,2,9.02,12.88,44,6.0032,20
3,1,8,7,1,5,1,1,26.24,31.06,44,11.0014,264
2,2,6,2,1,5,1,1,26.24,31.06,57,15.0013,16
4,2,9,20,1,0,0,1,21.32,25,42,11.0014,252
2,1,5,5,1,0,0,1,16.4,20.455,82,6.0032,10
4,2,11,15,1,1,1,1,17.22,21.21,35,6.0032,230
4,2,11,9,1,6,0,1,14.76,17.425,66,12.998,259
1,1,3,2,1,4,1,1,13.94,15.15,71,19.9995,8
4,2,11,2,1,0,0,1,12.3,16.665,65,0,37
1,2,2,16,1,2,1,1,17.22,21.21,28,6.0032,287
2,2,3,20,1,5,1,1,27.06,31.06,47,8.9981,445
1,1,2,21,2,1,0,3,9.02,9.85,75,30.0026,34
2,1,5,5,1,0,0,1,24.6,25.76,94,11.0014,6
3,2,9,3,1,5,1,1,22.14,25.76,77,0,14
3,2,7,6,1,0,0,2,25.42,28.79,83,6.0032,19
3,2,7,11,1,2,1,2,34.44,40.15,53,22.0028,201
3,1,8,11,1,4,1,1,31.16,35.605,58,16.9979,141
2,1,6,1,1,1,1,1,24.6,28.03,83,8.9981,14
2,2,6,20,1,0,0,1,31.16,34.09,48,11.0014,363
4,1,10,15,1,6,0,1,27.06,31.06,39,0,496
4,2,11,18,1,5,1,1,13.94,16.665,53,11.0014,505
2,1,4,3,1,6,0,3,12.3,14.395,100,16.9979,14
2,2,4,12,1,3,1,2,14.76,16.665,46,26.0027,182
4,2,10,1,1,1,1,1,16.4,20.455,71,0,11
3,1,8,9,1,2,1,1,31.98,34.85,46,19.9995,213
1,2,1,11,1,6,0,1,12.3,15.15,56,8.9981,296
4,1,10,3,1,5,1,1,12.3,14.395,70,19.0012,8
2,2,4,5,1,2,1,1,12.3,14.395,70,12.998,22
3,1,8,19,1,1,1,1,30.34,33.335,51,15.0013,413
4,2,11,20,2,4,0,1,13.94,18.18,71,0,52
2,2,6,19,1,5,1,1,28.7,31.82,42,11.0014,467
2,2,5,23,1,3,1,1,27.06,31.06,65,7.0015,160
3,1,9,19,1,4,1,2,26.24,28.79,89,6.0032,420
4,2,10,20,1,3,1,1,20.5,24.24,72,8.9981,414
2,2,3,5,1,5,1,1,13.12,16.665,61,6.0032,26
4,1,12,7,1,3,1,3,18.04,21.97,100,7.0015,46
1,2,2,5,2,1,0,2,9.84,10.605,60,23.9994,6
1,2,12,21,1,1,1,3,9.84,12.88,93,6.0032,22
4,2,9,19,1,3,1,1,28.7,32.575,54,11.0014,627
2,2,5,0,1,3,1,1,24.6,28.79,78,7.0015,47
1,1,3,4,1,5,1,2,7.38,9.09,74,12.998,1
1,2,1,19,1,1,1,1,12.3,15.91,45,7.0015,306
3,1,7,16,1,4,1,1,37.72,46.21,48,19.0012,210
4,2,11,22,1,6,0,1,13.12,16.665,57,7.0015,146
2,2,5,17,1,3,1,1,29.52,33.335,51,12.998,873
3,2,7,10,1,3,1,1,36.9,42.425,42,12.998,138
2,1,4,23,1,6,0,2,22.14,25.76,88,11.0014,117
4,1,10,15,1,5,1,2,14.76,16.665,43,16.9979,215
3,2,7,1,1,0,0,1,27.06,30.305,83,7.0015,158
2,2,3,16,1,2,1,1,17.22,21.21,20,0,305
2,1,4,6,1,5,1,1,20.5,24.24,45,19.0012,71
4,1,12,17,1,6,0,1,14.76,18.94,62,0,232
1,2,1,5,1,6,0,1,9.84,12.88,75,6.0032,10
4,1,11,0,1,3,1,1,14.76,18.94,87,0,13
3,1,7,4,1,5,1,1,29.52,35.605,84,8.9981,6
1,2,3,22,1,5,1,2,14.76,18.94,87,0,75
3,2,9,13,1,2,1,1,32.8,37.88,55,30.0026,275
3,1,7,17,1,3,1,1,28.7,33.335,79,0,488
1,2,1,21,1,0,0,1,12.3,14.395,33,19.0012,69
3,2,8,4,1,0,0,2,25.42,30.305,65,11.0014,26
2,2,5,19,1,5,1,1,28.7,32.575,51,8.9981,452
1,2,1,23,2,1,0,3,10.66,11.365,70,19.9995,28
3,1,9,14,1,4,1,2,27.06,30.305,83,15.0013,183
4,2,11,3,1,6,0,1,12.3,16.665,81,0,20
4,1,11,10,1,6,0,1,13.12,15.15,45,16.9979,200
3,2,7,8,1,5,1,1,31.16,36.365,66,6.0032,676
4,1,10,7,1,2,1,1,18.86,22.725,88,6.0032,341
2,1,3,3,1,1,1,2,13.94,15.15,71,22.0028,1
3,2,7,13,1,6,0,2,39.36,43.18,31,16.9979,360
4,2,12,22,1,2,1,2,20.5,24.24,63,19.9995,181
3,2,7,14,1,2,1,1,32.8,37.88,55,19.0012,260
3,1,6,18,1,0,0,2,29.52,32.575,45,16.9979,382
4,1,12,11,1,6,0,1,13.12,14.395,53,27.9993,236
3,1,8,22,1,3,1,1,28.7,32.575,65,23.9994,181
1,1,12,9,1,6,0,1,15.58,19.695,76,0,90
1,1,3,15,1,3,1,1,22.14,25.76,19,27.9993,110
1,2,3,23,1,5,1,1,13.12,15.15,33,19.9995,86
3,1,7,23,1,3,1,1,27.88,31.82,83,15.0013,98
2,1,4,23,1,1,1,2,26.24,31.06,47,15.0013,48
1,1,2,16,1,6,0,1,14.76,16.665,46,19.0012,171
3,1,8,0,1,6,0,1,27.88,31.82,51,7.0015,84
2,2,4,16,1,3,1,1,18.04,21.97,33,19.9995,307
1,2,2,23,1,1,1,1,12.3,15.15,65,8.9981,46
1,1,2,10,1,0,0,1,12.3,13.635,45,22.0028,105
2,1,6,10,1,1,1,2,24.6,28.79,78,16.9979,91
4,2,11,18,2,1,0,1,21.32,25,72,8.9981,551
4,2,10,23,1,6,0,1,17.22,21.21,58,19.9995,125
3,1,7,13,1,6,0,1,31.16,34.09,45,19.9995,497
1,2,2,19,2,1,0,1,13.94,15.91,34,15.0013,172
1,1,3,19,1,0,0,1,14.76,16.665,43,19.0012,79
1,1,12,2,1,4,1,1,8.2,11.365,51,7.0015,3
2,2,5,22,1,2,1,3,24.6,28.79,78,16.9979,147
2,1,5,6,1,1,1,1,21.32,25,88,11.0014,104
4,2,9,7,1,4,1,1,24.6,28.79,78,0,558
3,2,8,1,1,1,1,1,25.42,28.03,88,6.0032,7
3,1,9,21,1,3,1,2,24.6,25,100,6.0032,200
2,1,5,0,1,2,1,2,22.96,26.515,83,15.0013,16
1,1,2,2,1,0,0,2,8.2,11.365,75,6.0032,20
1,1,2,22,1,4,1,1,7.38,10.605,51,6.0032,41
2,1,5,15,1,2,1,1,25.42,30.305,69,30.0026,210
4,1,9,7,1,0,0,2,24.6,25.76,94,8.9981,38
2,1,6,21,1,4,1,1,27.06,31.06,31,12.998,248
3,2,9,2,1,0,0,1,22.14,25.76,77,19.0012,96
4,2,11,2,1,0,0,1,13.12,16.665,87,7.0015,70
3,2,8,18,1,2,1,2,31.16,35.605,62,11.0014,814
3,2,9,13,1,6,0,1,27.88,31.82,36,12.998,704
1,1,2,7,1,0,0,1,9.84,12.12,87,8.9981,14
4,1,11,20,1,4,1,1,12.3,14.395,42,19.0012,169
1,1,1,22,2,1,0,3,5.74,6.06,93,16.9979,13
4,2,9,0,1,5,1,3,24.6,27.275,88,11.0014,17
2,2,3,6,1,4,1,2,19.68,23.485,100,6.0032,136
2,1,3,2,1,1,1,1,9.02,11.365,44,11.0014,5
3,2,7,15,1,0,0,1,29.52,34.09,66,7.0015,624
3,2,9,0,1,0,0,2,27.06,29.545,89,6.0032,99
3,1,8,4,1,1,1,1,27.06,30.305,83,8.9981,4
3,2,9,12,1,3,1,1,24.6,31.06,43,16.9979,313
1,1,1,2,1,5,1,2,8.2,9.85,69,15.0013,1
1,1,3,12,1,2,1,1,12.3,15.15,39,8.9981,86
4,1,12,3,1,3,1,1,11.48,15.91,65,0,3
2,2,3,20,1,3,1,1,22.96,26.515,78,6.0032,374
1,1,1,4,1,6,0,1,6.56,9.09,69,7.0015,3
3,1,8,10,1,1,1,1,35.26,37.88,36,11.0014,97
4,2,10,12,1,6,0,1,24.6,31.06,53,16.9979,668
3,1,9,16,1,3,1,1,31.16,34.85,52,19.0012,277
4,1,12,4,1,4,1,2,9.84,9.85,60,31.0009,2
2,2,5,0,1,2,1,1,28.7,33.335,79,12.998,45
2,1,4,13,1,6,0,3,18.86,22.725,94,35.0008,58
2,1,4,3,1,1,1,2,20.5,24.24,100,7.0015,10
2,2,4,15,1,4,1,1,24.6,31.06,43,0,262
2,1,6,21,1,3,1,1,32.8,40.15,66,8.9981,202
4,1,10,5,1,4,1,2,22.14,25.76,100,7.0015,17
4,1,10,4,1,4,1,2,22.14,25.76,100,7.0015,7
3,2,7,7,1,0,0,2,25.42,28.79,83,0,38
4,2,12,11,1,1,1,2,16.4,20.455,87,6.0032,170
1,2,12,19,1,5,1,2,9.84,11.365,65,12.998,128
3,1,6,17,1,2,1,1,31.98,37.88,66,15.0013,572
3,1,6,7,1,1,1,2,26.24,30.305,73,15.0013,261
2,1,4,5,1,1,1,1,18.86,22.725,94,12.998,13
2,2,4,5,1,4,1,1,12.3,14.395,61,15.0013,21
3,2,7,22,1,3,1,1,31.16,35.605,58,6.0032,288
3,2,9,18,1,6,0,2,26.24,31.06,36,19.0012,614
2,2,5,14,2,1,0,1,32.8,39.395,63,19.0012,465
1,1,2,9,2,1,0,2,13.12,15.15,57,19.0012,57
1,1,1,5,1,3,1,2,9.02,12.88,93,6.0032,7
3,1,9,2,1,0,0,1,18.04,21.97,82,16.9979,89
1,2,1,5,1,5,1,1,9.02,12.12,60,7.0015,19
4,2,9,16,1,0,0,1,26.24,31.06,36,15.0013,648
4,1,12,5,1,2,1,2,14.76,18.94,57,0,15
4,2,12,14,1,0,0,2,15.58,19.695,76,8.9981,310
1,2,2,17,1,6,0,1,19.68,23.485,36,19.0012,364
3,1,7,13,1,2,1,1,35.26,41.665,53,7.0015,172
2,1,6,12,1,5,1,1,28.7,32.575,65,16.9979,243
3,2,7,10,1,1,1,2,31.98,37.12,62,0,200
4,2,10,15,1,2,1,1,22.14,25.76,41,22.0028,346
4,1,10,13,1,6,0,1,24.6,31.06,35,31.0009,394
3,1,7,19,1,3,1,1,30.34,34.85,70,15.0013,394
1,1,1,1,1,5,1,1,4.1,6.06,54,11.0014,5
4,2,10,19,1,0,0,1,22.96,26.515,64,15.0013,336
3,2,8,21,1,2,1,1,26.24,30.305,73,0,280
2,2,5,17,1,5,1,1,26.24,30.305,23,16.9979,779
2,2,6,15,1,6,0,1,34.44,35.605,20,19.9995,555
4,2,11,1,1,2,1,1,13.94,17.425,66,7.0015,13
3,2,7,5,1,1,1,2,29.52,33.335,51,0,40
4,1,9,14,1,1,1,1,28.7,32.575,70,11.0014,154
4,1,12,3,1,6,0,1,9.84,12.12,70,8.9981,9
1,2,2,11,1,3,1,1,14.76,16.665,53,19.0012,138
2,1,5,7,1,4,1,1,15.58,19.695,58,16.9979,271
2,2,4,12,1,0,0,1,19.68,23.485,44,7.0015,584
4,2,12,13,1,6,0,1,15.58,19.695,54,16.9979,456
1,2,3,5,1,5,1,2,16.4,20.455,87,15.0013,32
4,1,9,6,1,4,1,2,24.6,27.275,88,6.0032,111
1,1,2,17,1,3,1,1,18.86,22.725,28,19.0012,255
2,1,5,12,1,4,1,2,23.78,27.275,78,7.0015,168
1,1,2,13,1,2,1,2,9.84,9.85,32,30.0026,50
3,2,7,13,1,6,0,1,35.26,39.395,41,19.0012,498
4,1,10,21,1,2,1,2,22.14,25.76,68,8.9981,206
2,1,4,10,1,4,1,1,20.5,24.24,51,12.998,89
1,1,12,1,1,4,1,1,18.04,21.97,94,6.0032,15
4,1,11,20,1,1,1,2,22.14,25.76,73,16.9979,218
4,2,11,4,1,0,0,1,9.02,13.635,44,0,2
4,2,10,9,1,1,1,2,21.32,25,63,0,340
1,1,3,22,1,4,1,1,8.2,12.88,40,0,53
1,1,1,23,1,6,0,2,18.86,22.725,88,19.9995,39
3,1,7,17,1,6,0,1,38.54,43.94,38,8.9981,197
3,1,9,16,1,0,0,1,32.8,38.635,59,15.0013,337
1,1,12,3,1,4,1,1,8.2,9.85,55,12.998,2
4,2,10,12,1,2,1,2,25.42,31.06,46,6.0032,378
1,2,1,9,1,3,1,2,8.2,10.605,86,8.9981,225
4,1,11,18,1,2,1,2,20.5,24.24,72,19.0012,441
3,1,9,2,1,2,1,2,22.14,25.76,88,11.0014,5
3,1,8,11,1,3,1,1,29.52,32.575,42,8.9981,171
1,2,1,1,1,0,0,1,14.76,17.425,66,8.9981,93
1,1,3,10,1,4,1,1,18.04,21.97,54,22.0028,78
2,2,5,12,1,0,0,1,27.88,31.82,36,22.0028,637
3,1,7,12,1,2,1,1,34.44,36.365,28,0,147
2,2,5,21,1,0,0,2,26.24,31.06,53,12.998,169
2,2,3,22,1,6,0,3,18.04,21.97,100,16.9979,83
2,1,4,8,1,1,1,1,22.96,26.515,88,7.0015,353
1,2,1,22,1,2,1,1,13.12,17.425,81,0,125
1,1,3,10,1,3,1,2,14.76,17.425,81,11.0014,68
3,2,7,7,1,5,1,1,31.98,34.85,46,8.9981,353
3,2,8,14,1,0,0,1,31.16,34.09,40,12.998,579
4,2,10,5,1,1,1,1,18.04,21.97,77,0,36
1,2,1,8,1,4,1,2,11.48,15.15,81,6.0032,530
2,1,4,10,1,6,0,1,19.68,23.485,44,26.0027,279
3,1,7,9,1,0,0,1,30.34,34.85,66,6.0032,169
1,1,1,23,2,1,0,3,6.56,6.82,86,19.0012,4
1,1,1,23,1,5,1,1,9.84,11.365,60,15.0013,23
2,1,6,6,1,5,1,1,27.06,30.305,78,6.0032,104
2,2,4,10,1,6,0,1,17.22,21.21,28,16.9979,363
1,1,3,7,1,6,0,2,12.3,13.635,100,19.9995,15
4,1,11,23,1,4,1,1,16.4,20.455,82,6.0032,95
2,2,4,18,1,5,1,1,22.14,25.76,26,8.9981,671
4,2,12,16,1,2,1,1,18.04,21.97,41,31.0009,363
3,1,8,13,1,0,0,1,36.9,42.425,42,19.9995,324
4,1,12,12,1,5,1,1,14.76,17.425,57,8.9981,204
1,1,1,0,1,1,1,1,9.02,9.85,44,23.9994,5
3,1,8,8,1,3,1,1,25.42,30.305,69,0,467
1,1,12,18,1,6,0,1,17.22,21.21,54,8.9981,93
3,1,7,10,1,4,1,2,33.62,43.18,71,15.0013,78
2,1,5,9,1,3,1,3,13.94,15.15,93,23.9994,40
1,2,2,9,1,6,0,3,9.02,12.12,93,7.0015,90
2,1,5,23,1,5,1,1,23.78,27.275,88,8.9981,127
1,1,3,20,1,5,1,1,12.3,15.15,56,11.0014,76
2,2,4,21,1,5,1,1,18.04,21.97,26,8.9981,190
1,2,12,13,1,1,1,2,10.66,12.88,44,11.0014,203
3,2,7,10,1,6,0,1,33.62,38.635,52,15.0013,395
3,2,8,20,1,5,1,1,30.34,34.85,66,19.9995,370
4,1,10,12,1,0,0,1,15.58,19.695,50,12.998,314
3,1,9,18,1,0,0,1,31.16,36.365,66,12.998,356
1,1,3,17,1,0,0,1,16.4,20.455,35,19.0012,226
2,1,3,10,1,2,1,2,18.04,21.97,54,19.9995,124
1,2,2,16,1,3,1,1,21.32,25,29,31.0009,298
3,2,8,22,1,5,1,2,28.7,32.575,61,0,251
4,2,12,21,1,4,1,1,11.48,15.91,48,0,213
2,1,3,8,1,2,1,2,16.4,20.455,58,19.9995,336
1,1,1,7,1,3,1,3,9.02,10.605,87,19.9995,30
1,1,3,17,1,4,1,1,10.66,15.15,22,0,202
1,1,1,15,1,5,1,1,9.84,12.12,38,11.0014,68
1,2,1,16,2,1,0,1,10.66,11.365,44,23.9994,180
1,1,2,9,1,0,0,1,11.48,14.395,56,7.0015,45
2,2,5,12,1,4,1,1,28.7,32.575,58,7.0015,289
3,1,7,7,1,6,0,1,26.24,30.305,65,0,45
4,2,11,7,1,6,0,1,10.66,13.635,87,7.0015,71
3,2,8,11,1,4,1,1,33.62,38.635,52,7.0015,226
2,2,5,23,1,6,0,1,23.78,27.275,56,6.0032,176
3,1,8,13,1,4,1,1,31.16,33.335,31,15.0013,217
4,1,12,13,1,4,1,1,12.3,13.635,49,23.9994,124
4,2,12,11,1,4,1,1,13.94,15.91,42,16.9979,189
1,2,3,0,1,6,0,2,18.04,21.97,94,6.0032,100
2,2,4,22,1,2,1,1,20.5,24.24,51,0,158
2,1,6,15,1,5,1,1,28.7,31.82,28,19.0012,212
1,2,12,0,1,5,1,3,17.22,21.21,88,19.9995,17
3,1,8,21,1,0,0,1,27.06,31.06,61,8.9981,186
4,2,12,12,1,0,0,2,15.58,19.695,82,12.998,417
2,1,3,6,1,6,0,1,7.38,9.09,55,12.998,10
2,2,5,10,1,3,1,2,25.42,30.305,65,16.9979,153
1,1,1,3,1,6,0,1,9.84,14.395,75,0,13
2,2,6,8,1,5,1,1,24.6,29.545,69,11.0014,653
2,2,5,17,1,3,1,1,24.6,29.545,73,16.9979,729
4,1,11,0,1,2,1,1,22.96,26.515,64,23.9994,22
2,1,4,5,1,6,0,3,13.94,18.18,100,0,7
1,2,3,1,1,0,0,1,9.84,12.12,52,11.0014,61
2,2,5,17,1,6,0,2,31.98,35.605,52,16.9979,462
2,2,4,6,1,3,1,1,11.48,14.395,56,7.0015,106
2,1,4,6,1,6,0,2,12.3,14.395,93,12.998,13
3,2,7,16,1,1,1,1,31.98,34.85,40,19.0012,413
2,1,4,15,1,6,0,2,14.76,18.94,87,0,201
2,2,4,16,1,6,0,1,22.14,25.76,19,26.0027,615
1,2,3,9,1,3,1,1,21.32,25,68,0,351
2,2,4,5,1,1,1,3,12.3,14.395,81,19.0012,14
3,2,7,6,2,3,0,1,27.06,31.06,69,0,32
1,2,1,18,1,0,0,3,6.56,9.09,86,7.0015,121
4,2,10,23,1,2,1,2,25.42,27.275,94,0,98
1,2,1,7,2,1,0,1,9.84,10.605,32,26.0027,16
4,1,10,0,1,6,0,1,16.4,20.455,62,12.998,96
1,2,3,15,1,2,1,1,13.94,15.15,36,19.9995,166
1,1,1,23,1,1,1,1,7.38,10.605,55,7.0015,12
2,1,4,2,1,3,1,1,9.84,12.12,70,8.9981,5
2,2,4,9,1,0,0,1,16.4,20.455,71,8.9981,185
3,1,7,23,1,2,1,3,29.52,34.85,79,11.0014,92
1,1,2,2,1,6,0,1,5.74,10.605,80,0,15
3,1,8,2,1,1,1,1,28.7,33.335,74,7.0015,11
3,1,6,7,1,3,1,1,28.7,33.335,79,0,311
3,1,7,13,1,0,0,1,35.26,40.15,47,15.0013,252
2,1,4,12,1,0,0,1,18.86,22.725,38,26.0027,354
4,2,12,16,1,6,0,1,16.4,20.455,50,8.9981,413
2,1,5,18,1,0,0,1,29.52,34.85,74,19.0012,328
2,1,4,9,1,3,1,1,27.06,31.06,61,19.0012,197
2,1,5,20,1,3,1,1,28.7,32.575,61,11.0014,340
2,1,4,5,1,5,1,2,13.12,15.91,87,12.998,9
3,2,9,17,1,5,1,1,31.98,37.12,59,22.0028,772
2,1,5,1,1,2,1,2,24.6,25.76,94,11.0014,15
3,1,7,4,1,6,0,1,31.16,36.365,66,7.0015,9
4,1,12,12,1,5,1,1,14.76,16.665,57,19.9995,173
4,2,11,4,1,5,1,1,13.12,14.395,53,23.9994,14
3,1,9,5,1,5,1,2,25.42,27.275,94,8.9981,14
2,2,4,2,1,3,1,1,14.76,18.94,62,0,7
4,1,12,8,1,2,1,2,18.86,22.725,94,12.998,414
3,1,8,21,1,6,0,2,27.88,31.82,83,26.0027,167
1,2,3,23,1,2,1,1,22.96,26.515,56,8.9981,87
2,2,4,19,1,0,0,1,24.6,30.305,23,26.0027,276
1,2,2,8,1,0,0,2,9.84,11.365,56,12.998,56
1,2,2,10,1,0,0,1,4.92,5.305,42,23.9994,91
3,2,7,3,1,3,1,1,26.24,28.79,89,8.9981,5
2,2,3,21,1,3,1,1,23.78,27.275,60,16.9979,261
1,2,2,17,1,6,0,3,9.02,9.09,69,31.0009,144
1,1,2,8,1,2,1,3,6.56,11.365,93,0,135
3,1,8,15,1,5,1,1,32.8,37.12,49,7.0015,222
4,2,11,18,1,0,0,1,14.76,17.425,43,15.0013,237
3,1,8,23,1,6,0,3,28.7,33.335,84,19.0012,108
3,1,8,5,1,3,1,1,27.88,31.82,61,6.0032,32
1,2,1,22,1,3,1,1,7.38,8.335,47,16.9979,78
2,1,3,17,1,4,1,2,12.3,14.395,87,16.9979,168
2,2,4,18,1,5,1,1,21.32,25,25,23.9994,654
2,2,4,20,1,2,1,1,24.6,30.305,23,19.0012,402
4,2,10,14,1,6,0,2,24.6,31.06,56,27.9993,576
1,1,2,12,1,4,1,1,6.56,6.82,34,26.0027,69
1,2,1,1,1,4,1,1,5.74,7.575,50,11.0014,5
2,2,4,22,1,5,1,1,17.22,21.21,38,16.9979,158
3,2,8,5,1,0,0,1,29.52,34.85,74,16.9979,19
3,2,7,6,1,3,1,1,29.52,34.09,70,11.0014,162
1,2,3,18,1,1,1,2,24.6,31.06,43,12.998,712
3,2,8,21,1,4,1,2,28.7,32.575,58,11.0014,336
2,2,6,6,1,6,0,2,20.5,24.24,77,12.998,36
4,1,12,17,1,5,1,1,13.94,17.425,66,7.0015,362
3,2,7,17,1,1,1,1,31.16,34.85,55,22.0028,827
1,1,2,1,1,0,0,1,10.66,12.88,87,12.998,37
2,1,4,13,1,4,1,2,21.32,25,48,6.0032,135
2,1,5,0,1,6,0,2,20.5,24.24,88,8.9981,102
2,1,6,11,1,2,1,2,31.16,34.85,52,16.9979,151
2,2,5,21,1,2,1,2,26.24,30.305,65,19.0012,223
2,1,5,8,1,4,1,2,27.06,30.305,83,11.0014,489
3,2,7,0,1,5,1,1,31.98,37.12,62,8.9981,102
1,2,3,14,1,1,1,2,26.24,31.06,57,12.998,260
3,2,6,1,1,4,1,1,29.52,34.85,79,8.9981,18
1,2,1,14,2,1,0,1,9.84,10.605,44,26.0027,181
2,1,6,18,1,3,1,1,29.52,32.575,32,8.9981,607
3,2,7,7,1,6,0,1,31.98,37.88,66,7.0015,71
3,2,8,1,1,6,0,3,25.42,27.275,94,11.0014,92
1,1,1,8,1,2,1,2,7.38,10.605,51,6.0032,217
1,1,1,18,1,0,0,1,8.2,10.605,40,11.0014,67
2,2,5,9,1,2,1,1,29.52,34.09,70,16.9979,257
1,1,2,17,1,1,1,2,13.12,15.91,70,11.0014,216
4,1,11,6,1,6,0,1,9.02,11.365,75,11.0014,7
4,2,10,19,1,5,1,1,25.42,29.545,73,11.0014,500
3,2,7,15,1,1,1,1,35.26,40.15,47,16.9979,237
3,1,8,7,1,1,1,1,27.06,31.06,61,22.0028,281
2,2,5,8,1,4,1,1,25.42,29.545,73,8.9981,692
1,1,12,8,1,4,1,2,14.76,18.94,87,0,343
4,1,10,17,1,5,1,2,18.86,22.725,51,16.9979,524
1,1,2,16,1,0,0,1,19.68,23.485,44,11.0014,268
1,2,2,17,1,3,1,1,17.22,21.21,38,12.998,487
4,2,11,5,1,0,0,1,10.66,13.635,65,7.0015,5
4,2,11,11,1,2,1,1,13.12,15.15,70,16.9979,155
4,2,11,18,1,5,1,2,13.94,18.18,61,0,509
4,2,11,10,1,6,0,1,14.76,16.665,46,16.9979,320
3,2,7,7,1,6,0,2,23.78,27.275,88,16.9979,37
2,2,6,10,1,4,1,1,24.6,30.305,64,6.0032,210
3,2,7,19,1,4,1,1,36.9,43.18,45,22.0028,614
1,2,1,22,1,2,1,1,4.1,5.305,46,16.9979,33
2,2,6,17,1,1,1,2,24.6,29.545,73,12.998,723
3,2,7,14,1,4,1,1,36.9,43.94,47,16.9979,213
4,1,11,17,1,4,1,1,19.68,23.485,55,6.0032,498
4,1,10,0,1,6,0,1,20.5,24.24,63,26.0027,130
4,1,11,9,1,2,1,2,22.96,26.515,64,6.0032,200
3,1,7,4,1,3,1,1,29.52,33.335,51,12.998,4
3,2,8,22,1,6,0,2,27.06,29.545,89,11.0014,168
3,2,7,22,2,3,0,1,33.62,39.395,56,15.0013,502
3,2,9,16,2,1,0,1,30.34,34.85,70,15.0013,500
4,1,10,13,1,1,1,3,17.22,21.21,67,11.0014,118
4,1,10,7,1,1,1,2,14.76,17.425,71,8.9981,249
4,2,10,7,2,1,0,2,13.94,16.665,76,11.0014,154
4,1,11,0,1,6,0,1,13.94,17.425,76,7.0015,47
3,1,9,6,1,2,1,2,22.14,25.76,88,22.0028,72
2,2,5,20,2,1,0,1,31.98,37.12,62,19.9995,317
1,1,3,14,1,4,1,1,9.84,12.88,21,7.0015,78
4,2,10,2,1,6,0,2,20.5,24.24,88,12.998,90
1,2,12,14,1,5,1,2,13.12,14.395,39,30.0026,219
